"Regiao","chr","start","end","XPC_WT","STAT1_WT","STAT2_WT","IRF9_WT","ELK1_WT","occupancy_score","SYMBOL","annotation","distanceToTSS","max_signalValue"
"region_53141","chr14",51004625,51005641,1,1,1,0,0,3,"TRIM9","Intron (ENST00000298355.7/114088, intron 5 of 9)",-16249,14.4193
"region_53168","chr14",51617046,51617421,1,1,1,0,0,3,"FRMD6-AS2","Intron (ENST00000556137.5/122786, intron 3 of 3)",-16960,7.75109
"region_53229","chr14",53850741,53851066,1,1,1,0,0,3,"LINC02331","Promoter (<=1kb)",0,4.3645
"region_53250","chr14",54197222,54197835,0,1,1,1,0,3,"LOC105370507","Distal Intergenic",-4682,34.0486
"region_53335","chr14",55831476,55832789,0,1,1,1,0,3,"LOC102723670","Intron (ENST00000729158.1/102723670, intron 2 of 8)",-13593,42.276
"region_53360","chr14",58199711,58200233,0,1,1,1,0,3,"ACTR10","Promoter (<=1kb)",0,14.7805
"region_53363","chr14",58243855,58245582,0,1,1,1,0,3,"PSMA3","Promoter (<=1kb)",0,34.4445
"region_53430","chr14",60094291,60094680,1,1,1,0,0,3,"PCNX4","Promoter (2-3kb)",2105,7.02555
"region_53479","chr14",61437342,61437870,0,1,1,1,0,3,"PRKCH","Intron (ENST00000555185.5/5583, intron 1 of 3)",-4688,33.4332
"region_53481","chr14",61472328,61472672,1,1,1,0,0,3,"PRKCH","Intron (ENST00000555185.5/5583, intron 1 of 3)",-4495,9.43611
"region_53514","chr14",62692007,62692663,1,1,1,0,0,3,"LOC105370528","Distal Intergenic",-120196,19.4543
"region_53565","chr14",65081320,65081867,0,1,1,1,0,3,"MAX-AS1","Promoter (<=1kb)",-167,68.192
"region_53625","chr14",68137704,68138137,1,1,1,0,0,3,"LOC105370546","Intron (ENST00000479335.5/5890, intron 8 of 11)",-7508,17.0279
"region_53626","chr14",68140177,68140702,1,1,1,0,0,3,"LOC105370546","Intron (ENST00000479335.5/5890, intron 8 of 11)",-9981,13.2684
"region_53633","chr14",68210636,68211357,1,1,1,0,0,3,"LOC105370546","Intron (ENST00000479335.5/5890, intron 8 of 11)",-80440,13.8639
"region_53635","chr14",68232450,68233012,1,1,1,0,0,3,"LOC105370546","Intron (ENST00000479335.5/5890, intron 8 of 11)",-102254,5.70006
"region_53637","chr14",68249824,68251117,1,1,1,0,0,3,"LOC105370546","Intron (ENST00000479335.5/5890, intron 8 of 11)",-119628,6.12344
"region_53655","chr14",68458972,68459406,1,1,1,0,0,3,"RAD51B","Intron (ENST00000479335.5/5890, intron 10 of 11)",-12627,9.68452
"region_53693","chr14",68927845,68928706,0,1,1,1,0,3,"ACTN1","Intron (ENST00000193403.11/87, intron 1 of 20)",-6486,65.7893
"region_53700","chr14",68955187,68955996,0,1,1,1,0,3,"ACTN1","Intron (ENST00000193403.11/87, intron 1 of 20)",6346,41.6238
"region_53733","chr14",69643381,69643799,1,1,1,0,0,3,"SUSD6","Intron (ENST00000342745.5/9766, intron 1 of 5)",-14711,12.6277
"region_53838","chr14",73759824,73760812,0,1,1,0,1,3,"MIDEAS","Promoter (<=1kb)",0,39.7237
"region_53919","chr14",75278051,75279047,0,1,1,0,1,3,"FOS","Promoter (<=1kb)",0,28.9107
"region_53921","chr14",75293926,75294488,0,1,1,0,1,3,"LINC01220","Promoter (<=1kb)",0,83.6448
"region_53941","chr14",75711835,75712348,1,1,1,0,0,3,"TTLL5","Exon (ENST00000556173.5/23093, exon 8 of 8)",-5464,7.18871
"region_53964","chr14",76961630,76962560,0,1,1,1,0,3,"LINC01629","Promoter (1-2kb)",1992,26.1231
"region_53971","chr14",77033804,77034721,0,1,1,1,0,3,"LOC105370579","Promoter (<=1kb)",0,15.8915
"region_54023","chr14",81303142,81304591,0,1,1,1,0,3,"STON2","Intron (ENST00000614646.5/85439, intron 5 of 7)",19092,65.2501
"region_54081","chr14",85415369,85415735,1,1,1,0,0,3,"LINC00911","Promoter (1-2kb)",1036,9.02436
"region_54156","chr14",88824286,88824915,0,1,1,1,0,3,"TTC8","Promoter (<=1kb)",0,5.74375
"region_54213","chr14",91114387,91114830,0,1,1,1,0,3,"DGLUCY","Promoter (<=1kb)",0,24.1311
"region_54383","chr14",102086285,102087718,0,1,1,0,1,3,"HSP90AA1","Promoter (<=1kb)",0,26.2129
"region_54406","chr14",102536157,102536928,0,1,1,1,0,3,"MIR4309","Promoter (2-3kb)",-2716,55.5191
"region_54453","chr14",103260284,103261016,0,1,1,1,0,3,"LOC105370686","Distal Intergenic",35181,23.9411
"region_54495","chr14",104800091,104800665,0,1,1,1,0,3,"ZBTB42","Promoter (<=1kb)",0,61.5489
"region_54519","chr15",23565414,23566118,0,1,1,0,1,3,"MKRN3","Promoter (<=1kb)",0,11.8215
"region_54566","chr15",35545783,35546529,0,1,1,1,0,3,"DPH6-DT","Promoter (<=1kb)",0,18.6055
"region_54668","chr15",39084693,39086683,0,1,1,1,0,3,"LOC105370777","Intron (ENST00000644461.1/105370780, intron 2 of 4)",-13085,46.6932
"region_54670","chr15",39127854,39128698,1,1,1,0,0,3,"LOC105370777","Promoter (<=1kb)",0,18.0537
"region_54677","chr15",39172098,39173204,0,1,1,1,0,3,"LOC105370780","Promoter (<=1kb)",0,41.5236
"region_54682","chr15",39211205,39212011,0,1,1,1,0,3,"LOC124903467","Promoter (1-2kb)",-1766,34.7114
"region_54759","chr15",40582567,40583976,0,1,1,1,0,3,"KNL1","Distal Intergenic",-10044,49.0933
"region_54836","chr15",41971217,41972188,0,1,1,1,0,3,"EHD4","Promoter (<=1kb)",364,55.032
"region_54869","chr15",43132877,43133917,0,1,1,1,0,3,"TMEM62","Promoter (<=1kb)",0,39.5668
"region_54900","chr15",44662538,44664040,0,1,1,0,1,3,"SPG11","Promoter (<=1kb)",0,13.9541
"region_54946","chr15",45637439,45638113,0,1,1,1,0,3,"SQOR","Promoter (2-3kb)",2410,36.8006
"region_55042","chr15",50908097,50908848,0,1,1,0,1,3,"LOC124903490","Promoter (<=1kb)",0,6.91752
"region_55355","chr15",59350056,59350486,1,1,1,0,0,3,"MYO1E","Intron (ENST00000288235.9/4643, intron 1 of 27)",22041,9.97429
"region_55380","chr15",60374568,60375069,1,1,1,0,0,3,"ANXA2","Promoter (<=1kb)",-63,12.1321
"region_55419","chr15",61460125,61460647,1,1,1,0,0,3,"LOC105370847","Intron (ENST00000559783.2/107984782, intron 3 of 4)",55830,11.7598
"region_55428","chr15",61907299,61907884,1,1,1,0,0,3,"VPS13C","3' UTR",9648,11.3992
"region_55621","chr15",65303545,65305278,1,1,1,0,0,3,"RNU5B-1","Promoter (<=1kb)",0,22.9357
"region_55629","chr15",65378468,65379001,0,1,1,1,0,3,"IGDCC3","Promoter (<=1kb)",-466,16.1592
"region_55632","chr15",65517029,65517920,0,1,1,0,1,3,"DPP8","Promoter (<=1kb)",0,5.86659
"region_55674","chr15",66504504,66505741,0,1,1,1,0,3,"ZWILCH","Promoter (<=1kb)",0,36.7698
"region_55705","chr15",67048085,67050431,0,1,1,1,0,3,"SMAD3-DT","Intron (ENST00000773424.1/102723493, intron 1 of 4)",8755,44.7989
"region_55709","chr15",67063523,67064650,0,1,1,1,0,3,"SMAD3","Promoter (<=1kb)",0,31.3035
"region_55712","chr15",67074076,67075175,0,1,1,1,0,3,"SMAD3","Promoter (2-3kb)",-2811,84.5089
"region_55784","chr15",69125907,69126748,0,1,1,1,0,3,"GLCE","Exon (ENST00000822156.1/ENST00000822156.1, exon 1 of 3)",-33836,88.1983
"region_55822","chr15",70140342,70141062,0,1,1,1,0,3,"LOC107984734","Distal Intergenic",-5028,47.7309
"region_55906","chr15",72237288,72238119,0,1,1,1,0,3,"PKM","Exon (ENST00000793725.1/ENST00000793725.1, exon 1 of 2)",-5469,44.3076
"region_55908","chr15",72375638,72376426,0,1,1,0,1,3,"HEXA","Promoter (<=1kb)",0,13.3949
"region_55939","chr15",73994144,73995748,0,1,1,1,0,3,"PML","Promoter (<=1kb)",0,46.132
"region_56045","chr15",75903490,75904265,0,1,1,0,1,3,"FBXO22","Promoter (<=1kb)",0,17.8367
"region_56158","chr15",79640114,79640728,1,1,1,0,0,3,"LOC105370918","Intron (ENST00000756111.1/ENST00000756111.1, intron 4 of 4)",-164925,26.3636
"region_56201","chr15",82241384,82242091,0,1,1,1,0,3,"EFL1","3' UTR",-7610,32.3174
"region_56210","chr15",82809165,82810927,0,1,1,1,0,3,"WHAMM","Promoter (<=1kb)",0,42.3942
"region_56263","chr15",85030145,85031090,0,1,1,1,0,3,"PDE8A","Intron (ENST00000310298.8/5151, intron 2 of 22)",-31407,21.368
"region_56327","chr15",88638216,88640697,0,1,1,1,0,3,"ISG20","Promoter (<=1kb)",0,54.9316
"region_56402","chr15",90183810,90185524,0,1,1,1,0,3,"SEMA4B","Promoter (<=1kb)",0,37.9964
"region_56437","chr15",90859177,90860322,0,1,1,1,0,3,"FURIN","Intron (ENST00000723685.1/105370969, intron 3 of 3)",-8266,64.6369
"region_56478","chr15",92808718,92810262,0,1,1,0,1,3,"LOC124903558","Promoter (<=1kb)",0,36.4886
"region_56507","chr15",95130923,95131883,0,1,1,1,0,3,"LOC105370990","Exon (ENST00000831849.1/105370990, exon 4 of 4)",16489,55.0617
"region_56544","chr15",95845856,95846827,0,1,1,1,0,3,"LOC124903582","Distal Intergenic",63825,22.5328
"region_56573","chr15",96264258,96265560,0,1,1,1,0,3,"NR2F2-AS1","Exon (ENST00000743195.1/644192, exon 6 of 6)",6186,20.068
"region_56658","chr15",99564600,99566174,0,1,1,1,0,3,"MEF2A","Promoter (<=1kb)",0,22.504
"region_56689","chr15",101070389,101071347,0,1,1,1,0,3,"LRRK1","3' UTR",5973,57.4694
"region_56715","chr15",101651632,101653572,0,1,1,1,0,3,"TM2D3","Promoter (<=1kb)",0,20.3815
"region_56740","chr16",589150,590490,0,1,1,0,1,3,"RAB40C","Promoter (<=1kb)",0,14.5499
"region_56748","chr16",680106,680664,0,1,1,0,1,3,"STUB1","Promoter (<=1kb)",0,7.37028
"region_56759","chr16",1309147,1309586,0,1,1,1,0,3,"UBE2I","Promoter (<=1kb)",0,7.68494
"region_56777","chr16",1705631,1706393,0,1,1,0,1,3,"MAPK8IP3","Promoter (<=1kb)",0,8.41888
"region_56792","chr16",1964230,1965311,0,1,1,1,0,3,"RPS2","Promoter (<=1kb)",0,31.1288
"region_56841","chr16",2682210,2682612,0,1,1,0,1,3,"ERVK13-1","Promoter (<=1kb)",0,8.21028
"region_56891","chr16",3263593,3264841,0,1,1,1,0,3,"ZNF263","Promoter (<=1kb)",0,26.7183
"region_56904","chr16",3611158,3611994,0,1,1,0,1,3,"DNASE1","Promoter (<=1kb)",0,16.5594
"region_56914","chr16",3960499,3961829,0,1,1,1,0,3,"TRIDDENT","Intron (ENST00000576936.5/115, intron 5 of 5)",-9885,49.4036
"region_57023","chr16",11255546,11257141,0,1,1,1,0,3,"SOCS1","Promoter (<=1kb)",0,51.6887
"region_57031","chr16",11307123,11307758,0,1,1,1,0,3,"MIR548H2","Promoter (<=1kb)",-596,74.6688
"region_57033","chr16",11312482,11313224,0,1,1,1,0,3,"LOC105371082","Promoter (<=1kb)",0,69.4805
"region_57062","chr16",11915754,11917105,0,1,1,0,1,3,"GSPT1","Promoter (<=1kb)",0,16.4502
"region_57193","chr16",21599175,21599847,0,1,1,0,1,3,"METTL9","Promoter (<=1kb)",0,10.8817
"region_57218","chr16",22371359,22372319,0,1,1,1,0,3,"CDR2","Promoter (2-3kb)",2118,28.6158
"region_57235","chr16",23452585,23453315,0,1,1,0,1,3,"LOC124903667","Promoter (<=1kb)",0,13.0454
"region_57249","chr16",24538968,24539842,0,1,1,1,0,3,"RBBP6","Promoter (<=1kb)",0,68.4921
"region_57269","chr16",25107039,25107327,0,1,1,0,1,3,"LCMT1-AS1","Exon (ENST00000613406.3/ENST00000613406.3, exon 1 of 1)",4212,10.0582
"region_57270","chr16",25111131,25111889,0,1,1,1,0,3,"LCMT1-AS1","Promoter (<=1kb)",0,30.8387
"region_57414","chr16",30805404,30805983,0,1,1,0,1,3,"ZNF629","Distal Intergenic",-18199,10.6748
"region_57475","chr16",46864169,46864895,0,1,1,1,0,3,"GPT2","Distal Intergenic",-19467,66.424
"region_57561","chr16",50664660,50665909,0,1,1,1,0,3,"LOC101927272","Promoter (<=1kb)",0,115.718
"region_57562","chr16",50697871,50698588,0,1,1,1,0,3,"NOD2","Promoter (<=1kb)",731,42.3459
"region_57651","chr16",53775724,53776537,1,1,1,0,0,3,"FTO","Intron (ENST00000636491.1/79068, intron 2 of 9)",-49824,13.8278
"region_57658","chr16",53949749,53950252,0,1,1,1,0,3,"FTO","Intron (ENST00000636491.1/79068, intron 9 of 9)",15719,14.0742
"region_57659","chr16",53952221,53952987,0,1,1,1,0,3,"FTO","Intron (ENST00000636491.1/79068, intron 9 of 9)",18191,41.1548
"region_57700","chr16",56609492,56610083,0,1,1,1,0,3,"MT2A","Promoter (<=1kb)",802,30.7547
"region_57720","chr16",56988259,56990552,0,1,1,1,0,3,"NLRC5","Promoter (<=1kb)",0,58.7568
"region_57767","chr16",57862593,57864163,0,1,1,1,0,3,"KIFC3","Promoter (<=1kb)",0,59.0448
"region_57807","chr16",64161000,64161820,1,1,1,0,0,3,"LOC105371311","Intron (ENST00000722564.1/ENST00000722564.1, intron 1 of 1)",-182981,12.8061
"region_57830","chr16",66751030,66752098,0,1,1,1,0,3,"DYNC1LI2-DT","Promoter (<=1kb)",0,10.2151
"region_57915","chr16",68310627,68311479,0,1,1,1,0,3,"PRMT7","Promoter (<=1kb)",0,39.907
"region_57918","chr16",68469602,68470459,0,1,1,1,0,3,"LOC124903705","Distal Intergenic",20762,26.3786
"region_57946","chr16",68908946,68909502,0,1,1,1,0,3,"TANGO6","Promoter (<=1kb)",0,17.458
"region_57965","chr16",69396063,69397131,0,1,1,1,0,3,"CYB5B","Promoter (1-2kb)",-1271,30.1115
"region_58025","chr16",70523318,70524146,0,1,1,1,0,3,"SF3B3","Promoter (<=1kb)",0,17.8376
"region_58051","chr16",71581588,71582176,0,1,1,1,0,3,"TAT","Distal Intergenic",-4496,18.6079
"region_58057","chr16",71623052,71624038,0,1,1,1,0,3,"MARVELD3","Promoter (2-3kb)",-2123,63.7334
"region_58166","chr16",74700000,74700974,0,1,1,1,0,3,"MLKL","Promoter (<=1kb)",0,19.0292
"region_58178","chr16",75070073,75070926,0,1,1,1,0,3,"ZNRF1","Intron (ENST00000335325.9/84937, intron 1 of 4)",-24218,44.0691
"region_58298","chr16",78284580,78285235,0,1,1,1,0,3,"WWOX-AS1","Intron (ENST00000627394.3/51741, intron 5 of 9)",-42591,18.6759
"region_58308","chr16",78443637,78444308,0,1,1,1,0,3,"LOC124903728","Intron (ENST00000627394.3/51741, intron 8 of 9)",18656,14.5268
"region_58588","chr16",87387917,87389279,0,1,1,1,0,3,"FBXO31","Promoter (<=1kb)",571,58.744
"region_58606","chr16",87765618,87766298,0,1,1,0,1,3,"LOC105371399","Promoter (<=1kb)",0,8.10854
"region_58690","chr16",89657476,89658441,0,1,1,0,1,3,"SPATA33","Promoter (<=1kb)",0,10.7383
"region_58697","chr16",89764640,89765302,0,1,1,1,0,3,"FANCA","Promoter (<=1kb)",0,82.6441
"region_58802","chr17",3474082,3474750,0,1,1,1,0,3,"ASPA","Promoter (<=1kb)",29,27.6717
"region_58817","chr17",4263062,4264253,0,1,1,1,0,3,"ANKFY1","Promoter (<=1kb)",0,40.888
"region_58888","chr17",6755717,6756439,0,1,1,1,0,3,"XAF1","Promoter (<=1kb)",0,51.42
"region_58909","chr17",7156128,7156905,0,1,1,1,0,3,"LOC124903911","Intron (ENST00000821139.1/105371512, intron 1 of 1)",-12124,53.3198
"region_58950","chr17",7578941,7579824,0,1,1,1,0,3,"CD68","Promoter (<=1kb)",0,50.8383
"region_58983","chr17",7931776,7932367,0,1,1,0,1,3,"CNTROB","Promoter (<=1kb)",0,14.1132
"region_59022","chr17",8383005,8383704,0,1,1,0,1,3,"KRABD2","Promoter (<=1kb)",0,10.3928
"region_59045","chr17",9389039,9389538,0,1,1,1,0,3,"STX8","Intron (ENST00000306357.9/9482, intron 6 of 7)",48351,23.2891
"region_59114","chr17",14209150,14209786,0,1,1,1,0,3,"CDRT15","3' UTR",27076,48.2621
"region_59176","chr17",16285835,16286778,0,1,1,0,1,3,"MIR1288","Intron (ENST00000607144.4/9487, intron 2 of 2)",3821,14.141
"region_59179","chr17",16297079,16298774,0,1,1,1,0,3,"PIGL","Intron (ENST00000607144.4/9487, intron 2 of 2)",-13613,66.0817
"region_59223","chr17",17445687,17446758,0,1,1,0,1,3,"MED9","Exon (ENST00000751554.1/ENST00000751554.1, exon 1 of 2)",-30236,32.8582
"region_59267","chr17",18182722,18183807,0,1,1,1,0,3,"ALKBH5","Promoter (<=1kb)",0,60.0647
"region_59366","chr17",27810276,27810625,0,1,1,1,0,3,"NOS2","Intron (ENST00000582441.1/201229, intron 3 of 4)",-9747,26.6918
"region_59624","chr17",32126790,32128227,0,1,1,1,0,3,"RHOT1","Exon (ENST00000613639.3/124903973, exon 4 of 4)",-14227,68.5905
"region_59676","chr17",35433093,35434184,0,1,1,1,0,3,"SLFN12","Promoter (<=1kb)",0,50.7658
"region_59722","chr17",39916139,39917045,0,1,1,1,0,3,"GSDMB","Promoter (<=1kb)",102,93.5957
"region_59788","chr17",40727876,40728343,0,1,1,1,0,3,"KRT24","Distal Intergenic",-24124,38.7786
"region_59817","chr17",41965792,41967703,0,1,1,1,0,3,"CNP","Promoter (<=1kb)",0,78.6275
"region_59821","chr17",42017064,42018047,0,1,1,0,1,3,"DNAJC7","Promoter (<=1kb)",0,8.99277
"region_59826","chr17",42112582,42112921,0,1,1,1,0,3,"DHX58","Promoter (<=1kb)",0,19.6119
"region_59838","chr17",42294557,42294861,0,1,1,1,0,3,"STAT5A","Intron (ENST00000345506.8/6776, intron 5 of 19)",5344,15.6321
"region_59869","chr17",42561751,42563098,0,1,1,1,0,3,"COASY","Promoter (<=1kb)",0,33.8669
"region_59908","chr17",43006544,43007160,0,1,1,1,0,3,"IFI35","Promoter (<=1kb)",0,45.0664
"region_59940","chr17",43456570,43458194,0,1,1,1,0,3,"MIR2117","Distal Intergenic",11764,32.5797
"region_60030","chr17",44899157,44899938,0,1,1,1,0,3,"DNAAF19","Promoter (<=1kb)",0,12.5912
"region_60033","chr17",44981174,44982140,0,1,1,1,0,3,"LOC107987243","Exon (ENST00000723578.1/ENST00000723578.1, exon 3 of 3)",7706,55.032
"region_60054","chr17",46922695,46923289,0,1,1,1,0,3,"LINC01974","Promoter (<=1kb)",0,17.2599
"region_60083","chr17",47659951,47660379,0,1,1,1,0,3,"KPNB1","Promoter (<=1kb)",-503,17.2938
"region_60092","chr17",47907874,47908306,0,1,1,1,0,3,"SP2-DT","Exon (ENST00000820522.1/100506325, exon 4 of 4)",-10633,17.123
"region_60143","chr17",49191560,49192946,0,1,1,0,1,3,"GNGT2","Distal Intergenic",15966,9.35893
"region_60165","chr17",49707978,49708543,0,1,1,1,0,3,"SLC35B1","Promoter (<=1kb)",0,6.12437
"region_60306","chr17",55432543,55434297,1,1,1,0,0,3,"MMD","Distal Intergenic",-10619,37.6332
"region_60329","chr17",56832296,56833422,0,1,1,1,0,3,"C17orf67","Promoter (<=1kb)",498,36.82
"region_60332","chr17",56912127,56916303,0,1,1,1,0,3,"LOC124904036","Promoter (<=1kb)",0,131.528
"region_60375","chr17",57849857,57850424,0,1,1,0,1,3,"MRPS23","Promoter (<=1kb)",0,6.09555
"region_60387","chr17",57946793,57947446,0,1,1,1,0,3,"CUEDC1","Intron (ENST00000577830.6/404093, intron 1 of 10)",7811,18.2644
"region_60410","chr17",58391296,58391911,1,1,1,0,0,3,"RNF43","Intron (ENST00000583841.1/100506779, intron 1 of 2)",10810,23.4569
"region_60479","chr17",59786067,59787661,0,1,1,1,0,3,"VMP1","Exon (ENST00000834544.1/ENST00000834544.1, exon 1 of 1)",-49576,75.7969
"region_60485","chr17",59836987,59838638,0,1,1,1,0,3,"MIR21","Promoter (<=1kb)",0,93.6433
"region_60490","chr17",59843042,59843541,1,1,1,0,0,3,"MIR21","Promoter (1-2kb)",1776,8.02815
"region_60496","chr17",59855171,59856143,0,1,1,1,0,3,"MIR21","Distal Intergenic",13905,58.3817
"region_60515","chr17",60391716,60393446,0,1,1,0,1,3,"CHCT1","Promoter (<=1kb)",0,57.0786
"region_60595","chr17",62479491,62480477,0,1,1,1,0,3,"TLK2","Promoter (<=1kb)",47,38.5728
"region_60624","chr17",64014857,64015323,0,1,1,1,0,3,"ICAM2","Intron (ENST00000578379.5/3384, intron 1 of 4)",5228,25.2814
"region_60664","chr17",64506077,64507349,0,1,1,0,1,3,"DDX5","Promoter (<=1kb)",0,19.0232
"region_60736","chr17",66459752,66460353,1,1,1,0,0,3,"PRKCA-AS1","Intron (ENST00000413366.8/5578, intron 2 of 16)",-42898,14.1809
"region_60810","chr17",68349109,68349716,0,1,1,1,0,3,"ARSG","Promoter (1-2kb)",1964,25.9493
"region_60815","chr17",68437707,68438471,0,1,1,1,0,3,"WIPI1","Intron (ENST00000590353.1/5573, intron 1 of 5)",-4136,19.1845
"region_60855","chr17",68820198,68821634,0,1,1,1,0,3,"LOC105371874","Promoter (1-2kb)",-1238,40.0692
"region_60865","chr17",69047139,69048025,0,1,1,1,0,3,"ABCA9","Promoter (1-2kb)",1332,50.8437
"region_61014","chr17",74373776,74374354,0,1,1,1,0,3,"LOC124904055","Distal Intergenic",-5889,58.162
"region_61068","chr17",75205029,75205934,0,1,1,1,0,3,"NUP85","Promoter (<=1kb)",0,19.3264
"region_61070","chr17",75261277,75262083,0,1,1,1,0,3,"GGA3","Promoter (<=1kb)",0,10.815
"region_61203","chr17",77088475,77088846,0,1,1,0,1,3,"SEC14L1","Promoter (<=1kb)",0,9.07891
"region_61255","chr17",78378452,78378760,0,1,1,0,1,3,"PGS1","Promoter (<=1kb)",0,9.53421
"region_61275","chr17",78782414,78783179,0,1,1,1,0,3,"CYTH1","Promoter (<=1kb)",-117,28.3618
"region_61279","chr17",78979527,78980328,0,1,1,1,0,3,"LGALS3BP","Promoter (<=1kb)",0,49.3505
"region_61314","chr17",79852836,79853378,0,1,1,1,0,3,"CBX4","Distal Intergenic",-13396,8.86151
"region_61326","chr17",79993061,79994536,0,1,1,1,0,3,"TBC1D16","Promoter (<=1kb)",0,66.0348
"region_61344","chr17",80260808,80261815,0,1,1,1,0,3,"RNF213","Promoter (<=1kb)",0,58.9818
"region_61345","chr17",80263288,80264270,0,1,1,1,0,3,"RNF213","Promoter (2-3kb)",2418,78.2801
"region_61381","chr17",81399615,81400764,0,1,1,1,0,3,"BAHCC1","Promoter (<=1kb)",0,35.3854
"region_61394","chr17",81702577,81703818,0,1,1,0,1,3,"SLC25A10","Promoter (<=1kb)",0,14.1809
"region_61401","chr17",81832764,81834065,0,1,1,0,1,3,"PPP1R27","Promoter (<=1kb)",0,20.6688
"region_61406","chr17",81891419,81892205,0,1,1,0,1,3,"ALYREF","Promoter (<=1kb)",0,8.85855
"region_61443","chr17",82334716,82335650,0,1,1,1,0,3,"SECTM1","Promoter (<=1kb)",-642,38.823
"region_61467","chr17",82648273,82648602,0,1,1,0,1,3,"WDR45B","Promoter (<=1kb)",0,11.4659
"region_61526","chr18",966943,967850,0,1,1,1,0,3,"LOC105371953","Intron (ENST00000753835.1/107985165, intron 1 of 1)",-8537,58.0796
"region_61531","chr18",1268879,1269614,0,1,1,1,0,3,"LINC00470","Promoter (2-3kb)",2360,49.7523
"region_61583","chr18",2641515,2642267,0,1,1,1,0,3,"CBX3P2","Distal Intergenic",13319,64.7613
"region_61606","chr18",3037227,3038104,0,1,1,1,0,3,"LOC124900407","Distal Intergenic",-11661,25.6633
"region_61663","chr18",3623466,3625833,0,1,1,0,1,3,"DLGAP1-AS2","Intron (ENST00000400147.6/9229, intron 4 of 9)",19407,31.3503
"region_61790","chr18",10626450,10627044,0,1,1,1,0,3,"LINC01887","Promoter (<=1kb)",0,34.7355
"region_61877","chr18",12702490,12703513,0,1,1,1,0,3,"PSMG2","Promoter (<=1kb)",0,16.0921
"region_61996","chr18",22489353,22490949,0,1,1,1,0,3,"LOC124904265","Intron (ENST00000731115.1/ENST00000731115.1, intron 1 of 1)",-12093,43.8925
"region_62005","chr18",22683136,22683747,1,1,1,0,0,3,"LOC124904262","Exon (ENST00000795053.1/ENST00000795053.1, exon 4 of 4)",6093,8.83386
"region_62339","chr18",39453809,39454385,0,1,1,1,0,3,"MIR924HG","Intron (ENST00000807731.1/647946, intron 1 of 2)",81138,29.7688
"region_62463","chr18",46250451,46250886,0,1,1,1,0,3,"ARK2C","Intron (ENST00000619301.4/147339, intron 2 of 3)",-75923,34.9506
"region_62520","chr18",49072373,49073194,0,1,1,1,0,3,"MIR4744","Intron (ENST00000675505.1/54808, intron 17 of 17)",-22605,38.4389
"region_62615","chr18",54607045,54608695,0,1,1,1,0,3,"LOC124904308","Promoter (<=1kb)",0,62.978
"region_62640","chr18",54945650,54946982,0,1,1,1,0,3,"CCDC68","Promoter (2-3kb)",-2700,73.6715
"region_62652","chr18",55321508,55322673,0,1,1,1,0,3,"TCF4","Promoter (<=1kb)",0,17.5846
"region_62793","chr18",58413642,58414741,0,1,1,1,0,3,"NEDD4L","Intron (ENST00000768489.1/ENST00000768489.1, intron 3 of 4)",22456,40.5297
"region_62797","chr18",58445511,58447949,0,1,1,1,0,3,"MIR122HG","Promoter (<=1kb)",0,34.4035
"region_62808","chr18",58541715,58542188,1,1,1,0,0,3,"ALPK2","Intron (ENST00000361673.4/115701, intron 4 of 12)",-4596,11.1231
"region_62823","chr18",58682474,58683010,1,1,1,0,0,3,"MALT1","Promoter (1-2kb)",1150,40.475
"region_62844","chr18",59881764,59883039,1,1,1,0,0,3,"PMAIP1","Distal Intergenic",-16957,25.2489
"region_62866","chr18",62425326,62426038,0,1,1,1,0,3,"TNFRSF11A","Distal Intergenic",67423,27.6515
"region_62867","chr18",62452098,62453219,0,1,1,1,0,3,"ZCCHC2","Distal Intergenic",-69806,47.3022
"region_62873","chr18",62505904,62506943,0,1,1,1,0,3,"ZCCHC2","Distal Intergenic",-16082,107.317
"region_62920","chr18",67417746,67418654,0,1,1,1,0,3,"DSEL-AS1","Distal Intergenic",-97892,29.9933
"region_63157","chr19",1095228,1095614,0,1,1,1,0,3,"POLR2E","Promoter (<=1kb)",0,10.9195
"region_63229","chr19",1848316,1848927,0,1,1,1,0,3,"REXO1","Promoter (<=1kb)",0,10.6428
"region_63341","chr19",3185163,3186072,0,1,1,1,0,3,"NCLN","Promoter (<=1kb)",0,9.68452
"region_63357","chr19",3552811,3553507,0,1,1,1,0,3,"MFSD12","Promoter (1-2kb)",-1766,66.2389
"region_63362","chr19",3626544,3627401,0,1,1,1,0,3,"CACTIN","Promoter (<=1kb)",0,17.9644
"region_63397","chr19",4182089,4182873,0,1,1,0,1,3,"ANKRD24","Promoter (<=1kb)",0,11.3389
"region_63421","chr19",4623737,4624104,0,1,1,1,0,3,"TNFAIP8L1","Distal Intergenic",-15412,12.1057
"region_63533","chr19",7101477,7102131,0,1,1,1,0,3,"LOC124904625","Promoter (1-2kb)",-1867,35.6225
"region_63534","chr19",7134910,7135622,0,1,1,1,0,3,"INSR","Intron (ENST00000341500.9/3643, intron 12 of 20)",7418,45.3257
"region_63601","chr19",8340466,8341079,0,1,1,1,0,3,"KANK3","Promoter (2-3kb)",2183,30.263
"region_63609","chr19",8389819,8390179,0,1,1,0,1,3,"RAB11B-AS1","Promoter (<=1kb)",0,11.7961
"region_63647","chr19",10085700,10087251,0,1,1,1,0,3,"SHFL","Promoter (<=1kb)",0,101.178
